url,hash,content-type,length,isFetch
"https://haiphong.gov.vn/SiteFolders/Root/1/icon_chuyende/graph.png","07cd954fc43bae0dd5e475490846af08fe7c886b8c64c3a6c6ce9eda8d1a6206","image/png","1016","false"
"https://haiphong.gov.vn/ScriptResource.axd?d=-9rjE8XFv-zikiBdee7Rrqtd1JFMI5xsisEMfJ308qjrX-vuZoShSE94XbUt7wtEbb3kfwn3VBO5ejF8Z3dzOUTjHeIieZEGXt-rgBaKiI-A3uE7iZOLEzfysn_po6XdXKR_hIsajUkF1VzGFlNoavubyRFtphtXgbnG9Oq7Qt81&t=ffffffffdb75e8fc","04b19419ef2b657bc0945688927daddbec6e933e5a70a71a6f9f63f681f4937a","text/javascript","3883","false"
"https://haiphong.gov.vn/ScriptResource.axd?d=eKZhdBAoDXLAsQys5JFN8jc1i589TlOddW9u00hlbkuV6iSJIunr-fxFNdma1jAGXipK80NfJNWmN8sL7MeeZwR6RVi4cSCWmc18oEspAJfM5c7F-TiUzYTzO3vDG9IJ-nBLwprW_esuMFDZ7RwQeC54frXzm4_VMJXqC4ahiw41&t=ffffffffdb75e8fc","c25520c05874f0e04a2f2a3b4a0c1c372aef5aecb6e011bcceb569f612b686df","text/javascript","40810","false"
"https://haiphong.gov.vn/ScriptResource.axd?d=GiyGg6C7coGF_0YjOubjHfB-9Izmt8B870Axy7po_8ZtD7ENrbfQ2Rs-Pb7tZzSmT5HQgpfy2rFLVTsHJEOHOjU-vaOE8q_mQJHoQnz0m29zhkuxH8DinMYk7Xcyhkb62Oc97Nkg5jMyktdNUkoLAw2&t=ffffffffdb75e8fc","1af37ad64ed623e30a061c28fc51ea5eadde1c96c58d7c7f9a31a24de0c75b3e","text/javascript","111712","false"
"https://haiphong.gov.vn/SiteFolders/Root/1/icon_chuyende/atgt.png","c729f0ab34c0797fbc3506f014f9a4d1060dbb7b76bec5d82bc7ec91cd659892","image/png","6093","false"
"https://haiphong.gov.vn/SiteFolders/Root/1/icon_chuyende/baohiem.png","a029023838a8a93e32f77eec91e8d2fa735ebac12bf93773d94c407260365285","image/png","9598","false"
"https://haiphong.gov.vn/SiteFolders/Root/1/icon_chuyende/thiduakhenthuong.png","2f6bf28829d9f187d4bcafb1d41a67becd5f6cfdd99be2dae81e32475b938a53","image/png","6916","false"
"https://haiphong.gov.vn/ScriptResource.axd?d=VxtOoXYuGZUEZcJ30xmYHqNGJPkC8i39SdVnsL5RFn0x6a-AXSpSJ53bNYELDAnvq94AajbiQoRI05u847UCOPjWuB268ft1Z-ZrZxqK-LiA7Y1Uny5eChUqjlsfcqIQ9DgLF1zJq9sY6Gx4FMnYhA2&t=ffffffffdb75e8fc","8d87e592cb89ef485e7cf82005105a9114fa8c9319e09d1fb8d5cd4c12373edf","text/javascript","4285","false"
"https://haiphong.gov.vn/sitefolders/Root/6459/tintuc/2024/3/nc1638460292688104669.jpg?w=450","5b591a53e0f46428da3f5c772dfd4ddf0972d45aa7e356e90ea617f6c8a64949","image/jpeg","45317","false"
"https://haiphong.gov.vn/sitefolders/Root/6459/tintuc/2024/3/hb1638460284250907320.jpg?w=450","fe9f3c3f2e4f09d2622ddd513ded48e269f06cf862c98a047611980b09b1a7d2","image/jpeg","43562","false"
"https://haiphong.gov.vn/sitefolders/Root/6461/tintuc/2024/3/z5248710206264_57b4bf890a0c624cc4dba57994eab08d638460308143191381.jpg?w=450","90ce944e9da41dd33dbc76354297d2fc1c57d08177f95c2522f918da20eebfc4","image/jpeg","44485","false"
"https://haiphong.gov.vn/sitefolders/Root/6461/tintuc/2024/3/z5247250095615_a5a2e8f68d9952e3a60d763b254710d2638460297690693483.jpg?w=450","6a47c85dd2404d11567006d1e52e0b81748d78e433850fd377876ea5ee136ba1","image/jpeg","47353","false"
"https://haiphong.gov.vn/sitefolders/Root/6458/tintuc/2024/3/img_6395638460288900418993.jpg?w=450","92377555ddffaa003c429bfde8be8fb5491928c73322c49d2fd168a9c1f21236","image/jpeg","47114","false"
"https://haiphong.gov.vn/sitefolders/Root/6464/tintuc/2024/3/z5247475208083_acf6787a6326dcbeb662549415a00966638460163617966428.jpg?w=450","2158b8ce9a502866b7e19e09b4e101d277f585a247052d93692951907ee97704","image/jpeg","50774","false"
"https://haiphong.gov.vn/sitefolders/Root/6458/tintuc/2024/3/img_6391638460063387181575.jpg?w=450","41093c3184af0b204896443b1213c20315fc8b5e0107103e623c24b9de59d723","image/jpeg","44453","false"
"https://haiphong.gov.vn/sitefolders/Root/6459/tintuc/2024/3/z5247350107276_83e406e23d2dd35e695d223e2382fd37638460054263124323.jpg?w=450","06ea35e5a9ff44898600ea9972fcb915af6678c6d58cb07b246b3699fdc9eba6","image/jpeg","38149","false"
"https://haiphong.gov.vn/sitefolders/Root/6464/tintuc/2024/3/2638459237154969480.jpg?w=450","9bf397e49b55e88a29f02a7249da7a88a843d237535aac6b723cfb927b5614bf","image/jpeg","52430","false"
"https://haiphong.gov.vn/sitefolders/Root/6459/tintuc/2024/3/hb1638459667472420505.jpg?w=450","b38706c9bc54a597ffcc2a26cad7726e651744c4b96b2a9011bb0d542331dd0b","image/jpeg","46305","false"
